HouseID,City/Province,Location,Latitude,Longitude,Project,Property Type,Storeys,Bedrooms,Bathrooms,Floor Area,Land Area,Price,Description
1,Cainta,"Santo Domingo, Cainta",14.5823408,121.1180438,"Village East Executive Subdivision, Cainta",Townhouse,2,4,3,144.0,136.0,9500000.0,"Preselling 2-Storey Townhouses in Village East Executive Subdivision, Cainta"
2,Santa Maria,"San Vicente, Santa Maria",14.8077154,121.0024016,,House and Lot,0,3,2,63.2,80.0,4400000.0,"Affordable House & Lot with Complete Amenities for Sale in Santa Maria, Bulacan"
3,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",15.4777848,120.6140745,Camella Tarlac,House and Lot,2,5,3,100.0,110.0,7810000.0,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella 110sqm
4,Abucay,"Gabon, Abucay",14.7178136,120.531325,,Single Detached,1,3,2,67.0,88.0,,"Maya Solo 3 Bedrooms Single Detached House for Sale in Gabon, Abucay, Bataan"
5,Zamboanga,"Zambowood Rd. Boalan, Zamboanga",6.9483885,122.1148889,Futura Homes Zamboanga,Townhouse,0,2,1,40.3,78.4,3275000.0,Futura Homes Zamboanga | Amber 2BR Townhouse End Unit for Sale in Zamboanga City | Futura by Filinvest
6,Tanza,"Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza",14.3631351,120.8207756,Futura by Filinvest,House and Lot,0,0,0,39.6,100.0,3167300.0,"Springfield View | Molave House and Lot for Sale in Tanza, Cavite | Futura by Filinvest"
7,Santa Maria,"Santa Maria-San Jose Rd. Bulac, Santa Maria",14.8279751,121.0003891,"Marytown Place Ph2 in Santa Maria, Bulacan",Townhouse,2,2,2,52.0,40.0,1800000.0,"2BR 2-Storey Townhouse for Sale at Marytown Place Ph2 in Santa Maria, Bulacan | Inner Unit (IRIS)"
8,Subic,"Aningway Sacatihan, Subic",14.9131781,120.2282421,Camella Subic,House and Lot,2,5,3,142.0,121.0,8428000.0,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 121sqm"
9,Pili,"Zone 1 Brgy. Cadlan Pili Camarines Sur Cadlan, Pili",13.5979899,123.2430657,Camella Pili,House and Lot,0,2,1,46.0,63.0,3565000.0,2-Bedroom House and Lot For Sale in Camella Pili
10,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",14.4270005,121.0452782,"Likha Residences, Muntinlupa",Townhouse,3,3,3,219.3,90.0,28650000.0,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)"
11,Mexico,"Km.71, North Luzon Expressway Panipuan, Mexico",15.0941848,120.6701583,The Lakeshore,Other,0,3,2,102.4,154.0,3500000.0,"3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Akan Model"
12,Davao,"Tugbok, Davao",7.1035383,125.4948467,PHINMA Maayo Tugbok,Townhouse,2,3,2,70.3,67.0,5300000.0,"3BR 2-Storey Townhouse for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Bulan Model"
13,San Rafael,"Caingin, San Rafael",14.9717467,120.9434431,Primeworld Enclave,Townhouse,0,2,1,46.0,41.0,1800000.0,"2 bedroom Townhouse for Sale in San Rafael, Bulacan at Primeworld Enclave"
14,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",15.4710779,120.9821312,Camella Nueva Ecija,House and Lot,2,4,3,85.0,99.0,7337000.0,"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana 99sqm"
15,Paranaque,"Sun Valley, Paranaque",14.4888415,121.0325173,Sun Valley Parañaque City,Residential House,0,6,5,337.0,350.0,45001005.0,Luxury 2 Storey Residential House  Sun Valley Parañaque City
16,Pavia,"Ungka Ii, Pavia",10.7529006,122.5376029,Regency Residences,House and Lot,0,3,2,52.0,80.0,4080345.0,3-Bedroom House and Lot for Sale in Pavia Iloilo at Parc Regency Residences | STEPHANIE Model
17,Subic,"Aningway Sacatihan, Subic",14.9131781,120.2282421,Camella Subic,House and Lot,2,5,3,142.0,176.0,10082000.0,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 176sqm"
18,San Rafael,"Caingin, San Rafael",14.9717467,120.9434431,Primeworld Enclave,Townhouse,2,2,1,46.0,41.0,1800000.0,"2BR 2-Storey Townhouse for Sale in San Rafael, Bulacan at Primeworld Enclave"
19,Lipa,"Bugtong Na Pulo, Lipa",13.9984308,121.1674592,"The Villages at Lipa - Sierra Village, SD119",Single Detached,1,4,3,119.0,150.0,7500000.0,"4BR Single Detached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Sierra Village, SD119"
20,General Trias,"Pasong Camachile I, General Trias",14.3723207,120.8976745,Lancaster New City,Townhouse,0,3,1,40.0,40.0,2292960.0,"3-Bedroom Townhouse for Sale in General Trias, Cavite at Lancaster New City | ALICE Model"
21,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",15.4777848,120.6140745,Camella Tarlac,House and Lot,2,2,2,53.0,88.0,5251000.0,For Sale 2BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Bella 88sqm
22,Tanza,"Antero Soriano Highway Sahud Ulan, Tanza",14.366749,120.8184475,Micara Estates,Townhouse,0,3,1,45.0,62.0,2258057.0,"3-Bedroom Townhouse for Sale in Tanza, Cavite at Micara Estates | PORTIA Typical End Unit w/ Fence"
23,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",15.4777848,120.6140745,Camella Tarlac,House and Lot,2,5,3,166.0,176.0,11757000.0,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 176sqm
24,Mabalacat,"Sapang Biabas, Mabalacat",15.1987752,120.6026101,Talanai Homes,Townhouse,2,2,1,40.0,40.0,1400000.0,"2-Bedroom 2-Storey Townhouse for Sale in Mabalacat, Pampanga at Talanai Homes | MAHOGANY"
25,Davao,"Tugbok, Davao",7.1035383,125.4948467,PHINMA Maayo Tugbok,Townhouse,0,3,2,70.3,67.0,5300000.0,"Townhouse with 3 Bedrooms for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Bulan Model"
26,Muntinlupa,"Cupang, Muntinlupa",14.4378843,121.0503212,Likha Residences,Townhouse,3,3,3,247.4,93.0,32342000.0,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit
27,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",14.4270005,121.0452782,"Likha Residences, Muntinlupa",Townhouse,3,3,3,219.3,91.0,26393000.0,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)"
28,General Trias,"Pasong Camachile I, General Trias",14.3723207,120.8976745,Lancaster New City,Townhouse,0,3,1,50.0,50.0,2389000.0,"3-Bedroom Townhouse for Sale in General Trias, Cavite at Lancaster New City | ANICA Model"
29,Subic,"Aningway Sacatihan, Subic",14.9131781,120.2282421,Camella Subic,House and Lot,2,5,3,166.0,246.0,12772000.0,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 246sqm"
30,Calamba,"Palo-Alto, Calamba",14.1839549,121.1072903,"Highlands Subdivision, Brgy. Palo-Alto, Calamba Laguna",House and Lot,0,0,0,,104.0,3500000.0,"House and Lot for Sale in Highlands Subdivision, Brgy. Palo-Alto, Calamba Laguna"
31,Cainta,"Santo Domingo, Cainta",14.5823408,121.1180438,"Village East Executive Subdivision, Cainta",Townhouse,2,4,3,144.0,136.0,9500000.0,"Preselling 2-Storey Townhouses in Village East Executive Subdivision, Cainta"
32,Santa Maria,"San Vicente, Santa Maria",14.8077154,121.0024016,,House and Lot,0,3,2,63.2,80.0,4400000.0,"Affordable House & Lot with Complete Amenities for Sale in Santa Maria, Bulacan"
33,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",15.4777848,120.6140745,Camella Tarlac,House and Lot,2,5,3,100.0,110.0,7810000.0,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella 110sqm
34,Abucay,"Gabon, Abucay",14.7178136,120.531325,,Single Detached,1,3,2,67.0,88.0,,"Maya Solo 3 Bedrooms Single Detached House for Sale in Gabon, Abucay, Bataan"
35,Zamboanga,"Zambowood Rd. Boalan, Zamboanga",6.9483885,122.1148889,Futura Homes Zamboanga,Townhouse,0,2,1,40.3,78.4,3275000.0,Futura Homes Zamboanga | Amber 2BR Townhouse End Unit for Sale in Zamboanga City | Futura by Filinvest
36,Tanza,"Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza",14.3631351,120.8207756,Futura by Filinvest,House and Lot,0,0,0,39.6,100.0,3167300.0,"Springfield View | Molave House and Lot for Sale in Tanza, Cavite | Futura by Filinvest"
37,Santa Maria,"Santa Maria-San Jose Rd. Bulac, Santa Maria",14.8279751,121.0003891,"Marytown Place Ph2 in Santa Maria, Bulacan",Townhouse,2,2,2,52.0,40.0,1800000.0,"2BR 2-Storey Townhouse for Sale at Marytown Place Ph2 in Santa Maria, Bulacan | Inner Unit (IRIS)"
38,Subic,"Aningway Sacatihan, Subic",14.9131781,120.2282421,Camella Subic,House and Lot,2,5,3,142.0,121.0,8428000.0,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 121sqm"
39,Pili,"Zone 1 Brgy. Cadlan Pili Camarines Sur Cadlan, Pili",13.5979899,123.2430657,Camella Pili,House and Lot,0,2,1,46.0,63.0,3565000.0,2-Bedroom House and Lot For Sale in Camella Pili
40,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",14.4270005,121.0452782,"Likha Residences, Muntinlupa",Townhouse,3,3,3,219.3,90.0,28650000.0,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)"
41,Mexico,"Km.71, North Luzon Expressway Panipuan, Mexico",15.0941848,120.6701583,The Lakeshore,Other,0,3,2,102.4,154.0,3500000.0,"3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Akan Model"
42,Davao,"Tugbok, Davao",7.1035383,125.4948467,PHINMA Maayo Tugbok,Townhouse,2,3,2,70.3,67.0,5300000.0,"3BR 2-Storey Townhouse for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Bulan Model"
43,San Rafael,"Caingin, San Rafael",14.9717467,120.9434431,Primeworld Enclave,Townhouse,0,2,1,46.0,41.0,1800000.0,"2 bedroom Townhouse for Sale in San Rafael, Bulacan at Primeworld Enclave"
44,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",15.4710779,120.9821312,Camella Nueva Ecija,House and Lot,2,4,3,85.0,99.0,7337000.0,"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana 99sqm"
45,Paranaque,"Sun Valley, Paranaque",14.4888415,121.0325173,Sun Valley Parañaque City,Residential House,0,6,5,337.0,350.0,45001005.0,Luxury 2 Storey Residential House  Sun Valley Parañaque City
46,Pavia,"Ungka Ii, Pavia",10.7529006,122.5376029,Regency Residences,House and Lot,0,3,2,52.0,80.0,4080345.0,3-Bedroom House and Lot for Sale in Pavia Iloilo at Parc Regency Residences | STEPHANIE Model
47,Imus,"Alapan Ii-A, Imus",14.4084522,120.8964956,Lancaster New City,Townhouse,0,4,2,70.0,60.0,3336800.0,"4-Bedroom Townhouse for Sale in Imus, Cavite at Lancaster New City | ADELLE Model"
48,Subic,"Aningway Sacatihan, Subic",14.9131781,120.2282421,Camella Subic,House and Lot,2,5,3,142.0,176.0,10082000.0,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 176sqm"
49,San Rafael,"Caingin, San Rafael",14.9717467,120.9434431,Primeworld Enclave,Townhouse,2,2,1,46.0,41.0,1800000.0,"2BR 2-Storey Townhouse for Sale in San Rafael, Bulacan at Primeworld Enclave"
50,Lipa,"Bugtong Na Pulo, Lipa",13.9984308,121.1674592,"The Villages at Lipa - Sierra Village, SD119",Single Detached,1,4,3,119.0,150.0,7500000.0,"4BR Single Detached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Sierra Village, SD119"
51,General Trias,"Pasong Camachile I, General Trias",14.3723207,120.8976745,Lancaster New City,Townhouse,0,3,1,40.0,40.0,2292960.0,"3-Bedroom Townhouse for Sale in General Trias, Cavite at Lancaster New City | ALICE Model"
52,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",15.4777848,120.6140745,Camella Tarlac,House and Lot,2,2,2,53.0,88.0,5251000.0,For Sale 2BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Bella 88sqm
53,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",15.4777848,120.6140745,Camella Tarlac,House and Lot,2,5,3,166.0,176.0,11757000.0,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 176sqm
54,Tanza,"Antero Soriano Highway Sahud Ulan, Tanza",14.366749,120.8184475,Micara Estates,Townhouse,0,3,1,45.0,62.0,2258057.0,"3-Bedroom Townhouse for Sale in Tanza, Cavite at Micara Estates | PORTIA Typical End Unit w/ Fence"
55,Mabalacat,"Sapang Biabas, Mabalacat",15.1987752,120.6026101,Talanai Homes,Townhouse,2,2,1,40.0,40.0,1400000.0,"2-Bedroom 2-Storey Townhouse for Sale in Mabalacat, Pampanga at Talanai Homes | MAHOGANY"
56,Davao,"Tugbok, Davao",7.1035383,125.4948467,PHINMA Maayo Tugbok,Townhouse,0,3,2,70.3,67.0,5300000.0,"Townhouse with 3 Bedrooms for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Bulan Model"
57,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",14.4270005,121.0452782,"Likha Residences, Muntinlupa",Townhouse,3,3,3,219.3,91.0,26393000.0,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)"
58,Muntinlupa,"Cupang, Muntinlupa",14.4378843,121.0503212,Likha Residences,Townhouse,3,3,3,247.4,93.0,32342000.0,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit
59,General Trias,"Pasong Camachile I, General Trias",14.3723207,120.8976745,Lancaster New City,Townhouse,0,3,1,50.0,50.0,2389000.0,"3-Bedroom Townhouse for Sale in General Trias, Cavite at Lancaster New City | ANICA Model"
60,Calamba,"Palo-Alto, Calamba",14.1839549,121.1072903,"Highlands Subdivision, Brgy. Palo-Alto, Calamba Laguna",House and Lot,0,0,0,,104.0,3500000.0,"House and Lot for Sale in Highlands Subdivision, Brgy. Palo-Alto, Calamba Laguna"
61,Calamba,"Palo-Alto, Calamba",14.1839549,121.1072903,"Highlands Subdivision, Brgy. Palo-Alto, Calamba Laguna",House and Lot,0,0,0,,104.0,3500000.0,"House and Lot for Sale in Highlands Subdivision, Brgy. Palo-Alto, Calamba Laguna"
62,Imus,"Carsadang Bago I, Imus",14.4289186,120.928888,"PTC Suncrest in Imus, Cavite",House and Lot,0,3,2,75.0,112.0,5234791.0,"BIG DISCOUNT (up to 500k)! For Sale 3BR Single Attached House and Lot at PTC Suncrest in Imus, Cavite | Rosanna Model"
63,Makati,"San Antonio, Makati",14.5621561,121.0086091,,House and Lot,0,12,8,500.0,1032.0,,"Residential House and Lot near Ayala for Sale in San Antonio, Makati"
64,Malolos,"Longos, Malolos",14.87426,120.7915336,Camella Provence,House and Lot,2,5,3,142.0,176.0,12069000.0,"5BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Freya"
65,Dasmarinas,"Aguinaldo Highway San Agustin I, Dasmarinas",14.3214271,120.94188,Dasmariñas Highlands,Townhouse,2,2,2,76.2,66.0,3267000.0,"2BR 2-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands"
66,Imus,"Alapan Ii-A, Imus",14.4084522,120.8964956,Lancaster New City,Townhouse,0,3,1,40.0,40.0,2292960.0,"3-Bedroom Townhouse for Sale in Imus, Cavite at Lancaster New City | ALICE Model"
67,Malolos,"Longos, Malolos",14.87426,120.7915336,Camella Provence,House and Lot,2,5,3,166.0,176.0,12902000.0,"5BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Greta"
68,Pavia,"Ungka Ii, Pavia",10.7529006,122.5376029,Regency Residences,House and Lot,0,4,3,100.0,120.0,6379520.0,4-Bedroom House and Lot for Sale in Pavia Iloilo at Parc Regency Residences | AMANDA Model
69,San Rafael,"San Rafael Estates San Roque, San Rafael",15.0126237,120.9341316,Futura by Filinvest,Other,0,2,1,38.9,41.4,1979000.0,"Tierra Vista | Crissa 2BR House - Inner Unit for Sale in San Rafael, Bulacan | Futura by Filinvest"
70,Santa Maria,"Santa Maria-San Jose Rd. Bulac, Santa Maria",14.8279751,121.0003891,Marytown Place in Santa Maria Bulacan,Other,2,1,1,44.0,40.0,1675000.0,1BR Rowhouse for Sale at Marytown Place in Santa Maria Bulacan | Bare 2-Storey Corner Unit (ROSE)
71,Santa Maria,"Santa Maria-San Jose Rd. Bulac, Santa Maria",14.8279751,121.0003891,Marytown Place in Santa Maria Bulacan,Other,2,1,1,44.0,40.0,1675000.0,1BR Rowhouse for Sale at Marytown Place in Santa Maria Bulacan | Bare 2-Storey End Unit (ROSE)
72,San Jose,"President Jose P. Laurel Hwy Banaybanay Ii, San Jose",13.9184235,121.1054948,PHINMA Maayo San Jose,House and Lot,0,3,3,125.0,,7400000.0,"3BR House and Lot for Sale in San Jose, Batangas at PHINMA Maayo San Jose | Salva Premier, 500K Discount Promo + Appliance Bundle!"
73,Subic,"Aningway Sacatihan, Subic",14.9131781,120.2282421,Camella Subic,House and Lot,2,2,1,42.0,54.0,2605000.0,"RFO 2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Angeli SF"
74,Compostela,"Tamiao, Compostela",10.4382884,123.9947249,Amoa,House and Lot,2,4,2,82.0,120.0,7021000.0,"4BR 2-Storey Single Attached House and Lot for Sale in Compostela, Cebu at Amoa | Asta Model"
75,Mexico,"Km.71, North Luzon Expressway Panipuan, Mexico",15.0941848,120.6701583,The Lakeshore,Other,0,3,2,78.5,154.0,2747500.0,"3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Como Model"
76,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",14.4270005,121.0452782,"Likha Residences, Muntinlupa",Townhouse,3,3,3,247.4,92.0,32184000.0,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit"
77,Malolos,"Longos, Malolos",14.87426,120.7915336,Camella Provence,House and Lot,2,4,3,85.0,110.0,7798000.0,"4BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Dana w/ CB"
78,Compostela,"Tamiao, Compostela",10.4382884,123.9947249,Amoa,House and Lot,2,2,1,,,6130000.0,"Ready For You: 2BR 2-Storey SD House and Lot (Asha) for Sale in Compostela, Cebu at Amoa"
79,Kawit,"San Sebastian, Kawit",14.4129793,120.8886677,Lancaster New City,House and Lot,0,4,3,110.0,100.0,6756360.0,"4-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | BRIANA Model"
80,Lipa,"San Jose, Lipa",13.937769,121.1860925,,Townhouse,0,2,2,48.0,50.0,,RUSH SALE - RFO Lipa Batangas Pag-ibig Financing 2 Bedroom Townhouse for sale
81,Mabalacat,"Sapang Biabas, Mabalacat",15.1987752,120.6026101,Talanai Homes,House and Lot,2,3,2,62.0,65.0,2706500.0,"3-Bedroom 2-Storey House and Lot for Sale in Mabalacat, Pampanga at Talanai Homes | AGOHO"
82,Imus,"Alapan Ii-A, Imus",14.4084522,120.8964956,Lancaster New City,Townhouse,0,3,1,50.0,50.0,2389000.0,"3-Bedroom Townhouse for Sale in Imus, Cavite at Lancaster New City | ANICA Model"
83,Muntinlupa,"Victoria South Alabang Tunasan, Muntinlupa",14.3537827,121.0067911,,Single Detached,1,3,2,140.0,240.0,13500000.0,"Single Detached House for Sale near EVIA and MCX, Muntinlupa"
84,General Trias,"Pasong Camachile I, General Trias",14.3723207,120.8976745,Lancaster New City,House and Lot,0,4,3,100.0,120.0,7410000.0,"4-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | ALEXANDRA Model"
85,Malolos,"Lot 14 Block 26 J Abad Santos Street Northfields Executive Village Phase 1 Barangay Longos Malolos Bulacan Longos, Malolos",14.8843498,120.8014272,Executive Village at Malolos Bulacan,House and Lot,0,3,6,232.9,200.0,5900000.0,[05422-T-259] House & Lot for sale in Northfields Executive Village at Malolos Bulacan
86,Mexico,"Eden, Mexico",15.1262529,120.6580131,Ajoya Pampanga,House and Lot,0,3,2,72.0,88.0,4113000.0,"3BR Single Attached House and Lot for Sale in Mexico, Pampanga at Ajoya Pampanga"
87,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",14.4270005,121.0452782,"Likha Residences, Muntinlupa",Townhouse,3,3,3,247.4,92.0,31706000.0,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse"
88,Santa Maria,"Santa Maria-San Jose Rd. Bulac, Santa Maria",14.8279751,121.0003891,Marytown Place in Santa Maria Bulacan,Other,2,1,1,44.0,40.0,1675000.0,1BR Rowhouse for Sale at Marytown Place in Santa Maria Bulacan | Bare 2-Storey Inner Unit (ROSE)
89,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",14.4270005,121.0452782,"Likha Residences, Muntinlupa",Townhouse,3,3,3,219.3,91.0,28804000.0,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)"
90,Imus,"Alapan Ii-A, Imus",14.4084522,120.8964956,Lancaster New City,House and Lot,0,3,2,84.0,120.0,6650000.0,"3-Bedroom House and Lot for Sale in Imus, Cavite at Lancaster New City | GABRIELLE Model"
91,San Rafael,"Caingin, San Rafael",14.9717467,120.9434431,Primeworld Enclave,Townhouse,0,2,1,46.0,41.0,1800000.0,"Townhouse for Sale in San Rafael, Bulacan at Primeworld Enclave"
92,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",14.4270005,121.0452782,"Likha Residences, Muntinlupa",Townhouse,3,3,3,219.3,91.0,28678000.0,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)"
93,Mexico,"Km.71, North Luzon Expressway Panipuan, Mexico",15.0941848,120.6701583,The Lakeshore,Other,0,2,2,52.5,154.0,1837500.0,"2-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Imperial Model"
94,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",14.4270005,121.0452782,"Likha Residences, Muntinlupa",Townhouse,3,3,3,219.3,91.0,27676000.0,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)"
95,Lipa,"Bugtong Na Pulo, Lipa",13.9984308,121.1674592,"The Villages at Lipa - Brook Village, TH53",Townhouse,0,2,1,53.0,52.0,4000000.0,"2BR Townhouse for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village, TH53"
96,Compostela,"Tamiao, Compostela",10.4382884,123.9947249,"Amoa at Php 90,416 monthly amortization",House and Lot,0,1,1,,,5580000.0,"Ready For You: 1BR SA House and Lot (Ananda) for Sale in Compostela, Cebu at Amoa at Php 90,416 monthly amortization"
97,Imus,"Alapan Ii-A, Imus",14.4084522,120.8964956,Lancaster New City,Townhouse,0,3,2,60.0,50.0,2632250.0,"3-Bedroom Townhouse for Sale in Imus, Cavite at Lancaster New City | THEA Model"
98,Pavia,"Ungka Ii, Pavia",10.7529006,122.5376029,Regency Residences,House and Lot,0,4,2,80.0,120.0,5337920.0,"4-Bedroom House and Lot for Sale in Pavia, Iloilo at Parc Regency Residences | OLIVE Model"
99,Kawit,"San Sebastian, Kawit",14.4129793,120.8886677,Lancaster New City,Townhouse,0,3,1,40.0,40.0,2292960.0,"3-Bedroom Townhouse for Sale in Kawit, Cavite at Lancaster New City | ALICE Model"
100,Tanza,"Governor'S Dr. Tanauan, Tanza",14.2914142,120.8302984,Tierra del Sol,House and Lot,2,3,2,112.5,72.0,4337472.0,"3BR 2-Storey Single Attached House and Lot for Sale in Tanza, Cavite | Las Brisas at Tierra del Sol"
101,Tanza,"Governor'S Dr. Tanauan, Tanza",14.2914142,120.8302984,Tierra del Sol,House and Lot,2,3,2,112.5,72.0,4337472.0,"For Sale 3BR 2-Storey Single Attached House and Lot in Tanza, Cavite | Las Brisas at Tierra del Sol"
102,Santa Maria,"Cay Pombo, Santa Maria",14.85169485,120.9793768,Las Palmas,Townhouse,2,2,1,44.0,36.0,2178000.0,"2BR 2-Storey Townhouse for Sale in Brgy. Caypombo, Santa Maria, Bulacan at Las Palmas"
103,Davao,"Tugbok, Davao",7.1035383,125.4948467,PHINMA Maayo Tugbok,Townhouse,2,2,2,48.3,50.0,3600000.0,"2BR 2-Storey Townhouse for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Adlaw Model"
104,Tanza,"Antero Soriano Highway Sahud Ulan, Tanza",14.366749,120.8184475,Micara Estates,Townhouse,0,3,1,45.0,62.0,2839149.0,"3-Bedroom Townhouse for Sale in Tanza, Cavite at Micara Estates | PORTIA Typical Corner Unit w/ Fence"
105,General Trias,"Pasong Camachile I, General Trias",14.3723207,120.8976745,Lancaster New City,Townhouse,0,3,2,60.0,50.0,2632250.0,"3-Bedroom Townhouse for Sale in General Trias, Cavite at Lancaster New City | THEA Model"
106,Mexico,"San Rafael, Mexico",15.0874959,120.6742393,"The Lakeshore, Imperial",House and Lot,0,2,2,52.5,,1837500.0,"2BR House and Lot for Sale in Mexico, Pampanga | Parklane at The Lakeshore, Imperial"
107,Kawit,"San Sebastian, Kawit",14.4129793,120.8886677,Lancaster New City,Townhouse,0,4,2,70.0,60.0,3336800.0,"4-Bedroom Townhouse for Sale in Kawit, Cavite at Lancaster New City | ADELLE Model"
108,Mexico,"Km.71, North Luzon Expressway Panipuan, Mexico",15.0941848,120.6701583,The Lakeshore,Other,0,3,2,77.3,154.0,2705850.0,"3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Hyde Model"
109,Mabalacat,"Sapang Biabas, Mabalacat",15.1987752,120.6026101,Talanai Homes,Townhouse,2,2,1,40.0,40.0,1400000.0,"For Sale 2-Bedroom 2-Storey Townhouse in Mabalacat, Pampanga at Talanai Homes | MAHOGANY"
110,Davao,"Buhangin, Davao",7.1469686,125.5940509,,Other,0,5,4,300.0,200.0,21500000.0,02376 Brand New Ponte Verde House for Sale in Davao City
111,Imus,"Alapan Ii-A, Imus",14.4084522,120.8964956,Lancaster New City,House and Lot,0,3,2,80.0,92.0,5282600.0,"3-Bedroom House and Lot for Sale in Imus, Cavite at Lancaster New City | AIRA Model"
112,Capas,"Talaga, Capas",15.38374425,120.5870832,Ajoya Capas,Townhouse,0,0,2,49.0,50.0,2351000.0,"Ready For You: Townhouse for Sale in Capas, Tarlac at Ajoya Capas"
113,Cabanatuan,"Valle Cruz, Cabanatuan",15.4799841,120.9920413,"Ajoya Cabanatuan at Php 43,175 monthly amortization",House and Lot,0,3,2,80.0,203.0,5381000.0,"Ready For You: 3BR SA House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan at Php 43,175 monthly amortization"
114,Tanza,"Antero Soriano Highway Sahud Ulan, Tanza",14.366749,120.8184475,Micara Estates,Townhouse,0,3,1,45.0,62.0,2258057.0,"For Sale 3-Bedroom Townhouse in Tanza, Cavite at Micara Estates | PORTIA Typical End Unit w/ Fence"
